城市,日期,最高气温,最低气温,当日天气,风向,,  
呼和浩特,2022-09-13 星期二 ,29,12,晴,东风 3级,,
呼和浩特,2022-09-14 星期三 ,26,11,晴,东风 3级,,
呼和浩特,2022-09-15 星期四 ,24,12,多云,东南风 3级,,
呼和浩特,2022-09-16 星期五 ,24,11,多云,南风 1级,,
呼和浩特,2022-09-17 星期六 ,26,11,晴,北风 3级,,
呼和浩特,2022-09-18 星期日 ,25,12,多云,东北风 1级,,
呼和浩特,2022-09-19 星期一 ,16,6,多云,西南风 2级,,
呼和浩特,2022-09-20 星期二 ,18,7,多云,南风 2级,,
呼和浩特,2022-09-21 星期三 ,20,6,多云,东北风 1级,,
呼和浩特,2022-09-22 星期四 ,15,0,晴,北风 3级,,
呼和浩特,2022-09-23 星期五 ,16,2,晴,东风 3级,,
呼和浩特,2022-09-24 星期六 ,19,6,多云,西南风 3级,,
呼和浩特,2022-09-25 星期日 ,22,8,晴,南风 3级,,
呼和浩特,2022-09-26 星期一 ,25,11,晴,东风 3级,,
呼和浩特,2022-09-27 星期二 ,24,9,多云,东风 1级,,
呼和浩特,2022-09-28 星期三 ,25,8,晴,东南风 2级,,
呼和浩特,2022-09-29 星期四 ,26,10,晴,南风 2级,,
呼和浩特,2022-09-30 星期五 ,25,12,晴,东风 3级,,
呼和浩特,2022-10-01 星期六 ,25,13,晴,南风 2级,,
呼和浩特,2022-10-02 星期日 ,23,7,阴,北风 4级,,
呼和浩特,2022-10-03 星期一 ,6,-4,小雨,东北风 3级,,
呼和浩特,2022-10-04 星期二 ,9,-1,晴,东北风 3级,,
呼和浩特,2022-10-05 星期三 ,11,0,多云,北风 2级,,
呼和浩特,2022-10-06 星期四 ,14,0,晴,南风 1级,,
呼和浩特,2022-10-07 星期五 ,15,4,晴,西南风 1级,,
呼和浩特,2022-10-08 星期六 ,12,-2,多云,西北风 3级,,
呼和浩特,2022-10-09 星期日 ,5,-3,多云,西北风 2级,,
呼和浩特,2022-10-10 星期一 ,11,-2,晴,东南风 2级,,
呼和浩特,2022-10-11 星期二 ,14,1,晴,南风 1级,,
呼和浩特,2022-10-12 星期三 ,15,4,多云,北风 3级,,
呼和浩特,2022-10-13 星期四 ,18,5,多云,西风 4级,,
呼和浩特,2022-10-14 星期五 ,17,3,晴,西南风 1级,,
呼和浩特,2022-10-15 星期六 ,17,0,多云,北风 4级,,
呼和浩特,2022-10-16 星期日 ,10,-4,晴,北风 2级,,
呼和浩特,2022-10-17 星期一 ,8,-4,晴,南风 1级,,
呼和浩特,2022-10-18 星期二 ,11,-1,晴,东北风 1级,,
呼和浩特,2022-10-19 星期三 ,17,4,晴,东南风 2级,,
呼和浩特,2022-10-20 星期四 ,16,3,多云,东南风 2级,,
呼和浩特,2022-10-21 星期五 ,18,-1,晴,北风 2级,,
呼和浩特,2022-10-22 星期六 ,13,-1,晴,北风 2级,,
呼和浩特,2022-10-23 星期日 ,14,0,晴,东南风 1级,,
呼和浩特,2022-10-24 星期一 ,18,2,晴,东北风 1级,,
呼和浩特,2022-10-25 星期二 ,16,3,多云,西风 1级,,
呼和浩特,2022-10-26 星期三 ,14,1,晴,东北风 1级,,
呼和浩特,2022-10-27 星期四 ,13,3,小雨,东风 3级,,
呼和浩特,2022-10-28 星期五 ,15,7,晴,东北风 3级,,
呼和浩特,2022-10-29 星期六 ,8,4,中雨,南风 2级,,
呼和浩特,2022-10-30 星期日 ,11,-3,雾,西北风 3级,,
呼和浩特,2022-10-31 星期一 ,7,-3,晴,东南风 1级,,
呼和浩特,2022-11-01 星期二 ,11,2,多云,东北风 2级,,
呼和浩特,2022-11-02 星期三 ,9,-3,多云,北风 3级,,
呼和浩特,2022-11-03 星期四 ,8,-5,晴,西北风 3级,,
呼和浩特,2022-11-04 星期五 ,8,-4,晴,北风 2级,,
呼和浩特,2022-11-05 星期六 ,8,-1,晴,西北风 3级,,
呼和浩特,2022-11-06 星期日 ,11,-4,多云,北风 3级,,
呼和浩特,2022-11-07 星期一 ,8,-2,晴,东北风 1级,,
呼和浩特,2022-11-08 星期二 ,11,1,多云,西北风 3级,,
呼和浩特,2022-11-09 星期三 ,7,2,小雨,东南风 1级,,
呼和浩特,2022-11-10 星期四 ,12,6,多云,西北风 3级,,
呼和浩特,2022-11-11 星期五 ,9,-2,雨夹雪,西风 3级,,
呼和浩特,2022-11-12 星期六 ,1,-6,多云,北风 3级,,
呼和浩特,2022-11-13 星期日 ,3,-7,晴,西南风 2级,,
呼和浩特,2022-11-14 星期一 ,5,-6,晴,北风 3级,,
呼和浩特,2022-11-15 星期二 ,6,-5,晴,东南风 3级,,
呼和浩特,2022-11-16 星期三 ,7,-5,晴,南风 1级,,
呼和浩特,2022-11-17 星期四 ,10,1,晴,西北风 3级,,
呼和浩特,2022-11-18 星期五 ,5,-5,雨夹雪,西北风 1级,,
呼和浩特,2022-11-19 星期六 ,5,-5,雾,北风 2级,,
呼和浩特,2022-11-20 星期日 ,6,-6,多云,西风 2级,,
呼和浩特,2022-11-21 星期一 ,4,-4,多云,西北风 3级,,
呼和浩特,2022-11-22 星期二 ,5,-5,晴,东南风 1级,,
呼和浩特,2022-11-23 星期三 ,6,-5,多云,东风 3级,,
呼和浩特,2022-11-24 星期四 ,7,-4,多云,西风 3级,,
呼和浩特,2022-11-25 星期五 ,0,-9,多云,西风 2级,,
呼和浩特,2022-11-26 星期六 ,1,-4,多云,西北风 3级,,
呼和浩特,2022-11-27 星期日 ,7,-4,多云,西北风 4级,,
呼和浩特,2022-11-28 星期一 ,-2,-17,多云,北风 2级,,
呼和浩特,2022-11-29 星期二 ,-15,-19,多云,北风 2级,,
呼和浩特,2022-11-30 星期三 ,-9,-15,晴,西北风 2级,,
呼和浩特,2022-12-01 星期四 ,-8,-15,晴,北风 2级,,
呼和浩特,2022-12-02 星期五 ,-6,-15,多云,西北风 2级,,
呼和浩特,2022-12-03 星期六 ,-5,-14,晴,西北风 3级,,
呼和浩特,2022-12-04 星期日 ,-4,-14,晴,北风 3级,,
呼和浩特,2022-12-05 星期一 ,-5,-14,多云,东南风 1级,,
呼和浩特,2022-12-06 星期二 ,-3,-12,晴,东风 1级,,
呼和浩特,2022-12-07 星期三 ,-1,-12,多云,西北风 3级,,
呼和浩特,2022-12-08 星期四 ,-1,-13,晴,南风 2级,,
呼和浩特,2022-12-09 星期五 ,-2,-15,多云,西北风 5级,,
呼和浩特,2022-12-10 星期六 ,-5,-16,晴,西北风 2级,,
呼和浩特,2022-12-11 星期日 ,-7,-16,多云,西风 1级,,
呼和浩特,2022-12-12 星期一 ,-7,-17,多云,西北风 2级,,
呼和浩特,2022-12-13 星期二 ,-10,-17,晴,西南风 3级,,
呼和浩特,2022-12-14 星期三 ,-8,-17,多云,北风 4级,,
呼和浩特,2022-12-15 星期四 ,-9,-18,晴,北风 5级,,
呼和浩特,2022-12-16 星期五 ,-11,-22,多云,西风 3级,,
呼和浩特,2022-12-17 星期六 ,-9,-19,多云,西风 1级,,
呼和浩特,2022-12-18 星期日 ,-5,-15,多云,东风 2级,,
呼和浩特,2022-12-19 星期一 ,-3,-13,多云,西风 3级,,
呼和浩特,2022-12-20 星期二 ,-3,-16,多云,西北风 3级,,
呼和浩特,2022-12-21 星期三 ,-7,-19,多云,西北风 1级,,
呼和浩特,2022-12-22 星期四 ,-3,-15,多云,西南风 1级,,
呼和浩特,2022-12-23 星期五 ,-1,-15,晴,北风 4级,,
呼和浩特,2022-12-24 星期六 ,0,-13,晴,西北风 5级,,
呼和浩特,2022-12-25 星期日 ,-5,-16,多云,东南风 1级,,
呼和浩特,2022-12-26 星期一 ,-8,-18,多云,西北风 3级,,
呼和浩特,2022-12-27 星期二 ,-8,-18,晴,南风 1级,,
呼和浩特,2022-12-28 星期三 ,-8,-18,晴,北风 2级,,
呼和浩特,2022-12-29 星期四 ,-7,-18,晴,西南风 1级,,
呼和浩特,2022-12-30 星期五 ,-5,-17,晴,西北风 3级,,
呼和浩特,2022-12-31 星期六 ,0,-12,晴,东北风 3级,,
济南,2022-01-01 星期六 ,9,-3,晴,东南风 1级,,
济南,2022-01-02 星期日 ,4,0,多云,南风 4级,,
济南,2022-01-03 星期一 ,5,-2,晴,东风 3级,,
济南,2022-01-04 星期二 ,7,-1,多云,东风 2级,,
济南,2022-01-05 星期三 ,5,-1,多云,西风 2级,,
济南,2022-01-06 星期四 ,5,-2,晴,东南风 2级,,
济南,2022-01-07 星期五 ,2,-1,晴,南风 4级,,
济南,2022-01-08 星期六 ,7,0,阴,东南风 1级,,
济南,2022-01-09 星期日 ,7,-2,霾,北风 0级,,
济南,2022-01-10 星期一 ,0,-6,晴,东北风 2级,,
济南,2022-01-11 星期二 ,3,-3,晴,西北风 2级,,
济南,2022-01-12 星期三 ,3,-2,晴,东北风 2级,,
济南,2022-01-13 星期四 ,3,-1,晴,东南风 1级,,
济南,2022-01-14 星期五 ,4,0,多云,南风 5级,,
济南,2022-01-15 星期六 ,4,-4,晴,东北风 2级,,
济南,2022-01-16 星期日 ,3,-1,晴,西北风 1级,,
济南,2022-01-17 星期一 ,5,-5,晴,东南风 1级,,
济南,2022-01-18 星期二 ,6,0,晴,东南风 1级,,
济南,2022-01-19 星期三 ,2,-7,晴,东风 3级,,
济南,2022-01-20 星期四 ,-1,-4,多云,东风 3级,,
济南,2022-01-21 星期五 ,2,-1,阴,东北风 2级,,
济南,2022-01-22 星期六 ,2,-2,阴,东北风 3级,,
济南,2022-01-23 星期日 ,2,-6,多云,东风 3级,,
济南,2022-01-24 星期一 ,6,-3,晴,东风 1级,,
济南,2022-01-25 星期二 ,5,-2,晴,东北风 1级,,
济南,2022-01-26 星期三 ,4,-3,多云,东北风 3级,,
济南,2022-01-27 星期四 ,3,-4,多云,东北风 1级,,
济南,2022-01-28 星期五 ,6,-2,多云,东北风 1级,,
济南,2022-01-29 星期六 ,7,-4,多云,东风 1级,,
济南,2022-01-30 星期日 ,4,-4,晴,南风 3级,,
济南,2022-01-31 星期一 ,3,-7,多云,西北风 2级,,
济南,2022-02-01 星期二 ,3,-4,晴,东风 2级,,
济南,2022-02-02 星期三 ,6,-3,晴,东南风 2级,,
济南,2022-02-03 星期四 ,7,-3,晴,东风 3级,,
济南,2022-02-04 星期五 ,3,-6,多云,北风 1级,,
济南,2022-02-05 星期六 ,4,-4,晴,西南风 1级,,
济南,2022-02-06 星期日 ,7,-2,多云,南风 2级,,
济南,2022-02-07 星期一 ,7,-2,多云,南风 3级,,
济南,2022-02-08 星期二 ,8,0,晴,南风 1级,,
济南,2022-02-09 星期三 ,8,1,多云,南风 2级,,
济南,2022-02-10 星期四 ,9,2,晴,南风 2级,,
济南,2022-02-11 星期五 ,11,1,多云,东风 2级,,
济南,2022-02-12 星期六 ,10,2,多云,东北风 2级,,
济南,2022-02-13 星期日 ,8,-1,多云,西北风 1级,,
济南,2022-02-14 星期一 ,0,-4,阴,北风 2级,,
济南,2022-02-15 星期二 ,0,-3,多云,东风 3级,,
济南,2022-02-16 星期三 ,2,-4,多云,东风 2级,,
济南,2022-02-17 星期四 ,3,-3,多云,东南风 2级,,
济南,2022-02-18 星期五 ,4,-4,多云,西北风 2级,,
济南,2022-02-19 星期六 ,1,-6,多云,北风 2级,,
济南,2022-02-20 星期日 ,6,-3,晴,西风 3级,,
济南,2022-02-21 星期一 ,7,-4,多云,西南风 1级,,
济南,2022-02-22 星期二 ,4,-5,晴,东风 2级,,
济南,2022-02-23 星期三 ,8,1,晴,南风 2级,,
济南,2022-02-24 星期四 ,11,6,晴,南风 3级,,
济南,2022-02-25 星期五 ,14,4,晴,南风 3级,,
济南,2022-02-26 星期六 ,11,3,晴,东南风 1级,,
济南,2022-02-27 星期日 ,16,10,晴,南风 2级,,
济南,2022-02-28 星期一 ,16,3,阴,西北风 1级,,
济南,2022-03-01 星期二 ,15,3,晴,西南风 2级,,
济南,2022-03-02 星期三 ,19,5,晴,南风 2级,,
济南,2022-03-03 星期四 ,18,9,多云,西南风 3级,,
济南,2022-03-04 星期五 ,13,3,晴,东北风 3级,,
济南,2022-03-05 星期六 ,13,3,多云,东南风 4级,,
济南,2022-03-06 星期日 ,16,8,阴,南风 3级,,
济南,2022-03-07 星期一 ,21,9,多云,东风 2级,,
济南,2022-03-08 星期二 ,22,12,晴,南风 3级,,
济南,2022-03-09 星期三 ,24,14,晴,南风 2级,,
济南,2022-03-10 星期四 ,24,13,晴,南风 2级,,
济南,2022-03-11 星期五 ,24,11,多云,东南风 2级,,
济南,2022-03-12 星期六 ,13,7,多云,东北风 1级,,
济南,2022-03-13 星期日 ,17,7,霾,北风 1级,,
济南,2022-03-14 星期一 ,18,10,晴,东南风 1级,,
济南,2022-03-15 星期二 ,22,13,晴,南风 1级,,
济南,2022-03-16 星期三 ,17,3,多云,东风 3级,,
济南,2022-03-17 星期四 ,5,-2,多云,东北风 2级,,
济南,2022-03-18 星期五 ,7,0,多云,东北风 1级,,
济南,2022-03-19 星期六 ,8,3,多云,东北风 2级,,
济南,2022-03-20 星期日 ,12,2,多云,南风 3级,,
济南,2022-03-21 星期一 ,12,5,多云,东风 3级,,
济南,2022-03-22 星期二 ,15,6,多云,西南风 3级,,
济南,2022-03-23 星期三 ,17,10,晴,南风 3级,,
济南,2022-03-24 星期四 ,19,10,多云,南风 4级,,
济南,2022-03-25 星期五 ,12,4,阴,北风 4级,,
济南,2022-03-26 星期六 ,19,7,多云,西风 2级,,
济南,2022-03-27 星期日 ,13,4,晴,东南风 2级,,
济南,2022-03-28 星期一 ,16,8,晴,南风 4级,,
济南,2022-03-29 星期二 ,19,9,小雨,西南风 3级,,
济南,2022-03-30 星期三 ,15,4,阴,东北风 3级,,
济南,2022-03-31 星期四 ,14,5,多云,东风 3级,,
济南,2022-04-01 星期五 ,15,5,多云,南风 2级,,
济南,2022-04-02 星期六 ,15,7,晴,东南风 3级,,
济南,2022-04-03 星期日 ,17,4,晴,南风 3级,,
济南,2022-04-04 星期一 ,22,13,多云,南风 4级,,
济南,2022-04-05 星期二 ,25,12,晴,东风 2级,,
济南,2022-04-06 星期三 ,20,8,多云,东北风 2级,,
济南,2022-04-07 星期四 ,23,12,晴,南风 2级,,
济南,2022-04-08 星期五 ,27,17,晴,南风 5级,,
济南,2022-04-09 星期六 ,30,23,晴,南风 3级,,
济南,2022-04-10 星期日 ,30,22,晴,南风 5级,,
济南,2022-04-11 星期一 ,32,12,多云,北风 3级,,
济南,2022-04-12 星期二 ,14,7,多云,东风 3级,,
济南,2022-04-13 星期三 ,18,8,晴,东北风 2级,,
济南,2022-04-14 星期四 ,17,10,多云,北风 1级,,
济南,2022-04-15 星期五 ,16,5,多云,西南风 2级,,
济南,2022-04-16 星期六 ,19,7,多云,南风 2级,,
济南,2022-04-17 星期日 ,20,12,多云,南风 3级,,
济南,2022-04-18 星期一 ,19,10,晴,东北风 2级,,
济南,2022-04-19 星期二 ,24,17,晴,南风 3级,,
济南,2022-04-20 星期三 ,27,17,晴,南风 4级,,
济南,2022-04-21 星期四 ,28,15,多云,西南风 4级,,
济南,2022-04-22 星期五 ,20,12,多云,南风 2级,,
济南,2022-04-23 星期六 ,27,17,晴,南风 4级,,
济南,2022-04-24 星期日 ,30,21,多云,南风 1级,,
济南,2022-04-25 星期一 ,28,17,晴,南风 2级,,
济南,2022-04-26 星期二 ,24,13,多云,东北风 2级,,
济南,2022-04-27 星期三 ,22,13,多云,东风 3级,,
济南,2022-04-28 星期四 ,12,5,多云,东风 2级,,
济南,2022-04-29 星期五 ,15,9,阴,西风 2级,,
济南,2022-04-30 星期六 ,15,11,多云,南风 3级,,
济南,2022-05-01 星期日 ,24,13,晴,西南风 1级,,
济南,2022-05-02 星期一 ,25,15,晴,南风 4级,,
济南,2022-05-03 星期二 ,29,20,晴,南风 5级,,
济南,2022-05-04 星期三 ,31,20,晴,南风 4级,,
济南,2022-05-05 星期四 ,32,22,多云,南风 4级,,
济南,2022-05-06 星期五 ,29,10,多云,东风 3级,,
济南,2022-05-07 星期六 ,21,12,多云,东风 2级,,
济南,2022-05-08 星期日 ,20,11,多云,东北风 2级,,
济南,2022-05-09 星期一 ,13,10,多云,东南风 1级,,
济南,2022-05-10 星期二 ,22,12,阴,东北风 2级,,
济南,2022-05-11 星期三 ,20,13,多云,东风 4级,,
济南,2022-05-12 星期四 ,17,9,多云,东风 1级,,
济南,2022-05-13 星期五 ,19,10,多云,西北风 3级,,
济南,2022-05-14 星期六 ,20,12,多云,南风 1级,,
济南,2022-05-15 星期日 ,23,15,晴,西风 3级,,
济南,2022-05-16 星期一 ,27,16,晴,东南风 2级,,
济南,2022-05-17 星期二 ,31,21,晴,南风 3级,,
济南,2022-05-18 星期三 ,31,20,多云,东风 1级,,
济南,2022-05-19 星期四 ,30,19,晴,南风 2级,,
济南,2022-05-20 星期五 ,30,20,多云,西南风 1级,,
济南,2022-05-21 星期六 ,32,22,晴,南风 2级,,
济南,2022-05-22 星期日 ,32,22,多云,西南风 2级,,
济南,2022-05-23 星期一 ,33,22,多云,东南风 2级,,
济南,2022-05-24 星期二 ,31,18,多云,南风 1级,,
济南,2022-05-25 星期三 ,26,16,多云,南风 1级,,
济南,2022-05-26 星期四 ,30,16,多云,南风 1级,,
济南,2022-05-27 星期五 ,34,25,多云,南风 2级,,
济南,2022-05-28 星期六 ,34,23,多云,南风 4级,,
济南,2022-05-29 星期日 ,35,18,多云,东北风 3级,,
济南,2022-05-30 星期一 ,30,23,晴,南风 3级,,
济南,2022-05-31 星期二 ,35,22,晴,西南风 3级,,
济南,2022-06-01 星期三 ,34,21,晴,东北风 2级,,
济南,2022-06-02 星期四 ,36,25,多云,南风 2级,,
济南,2022-06-03 星期五 ,37,27,多云,南风 3级,,
济南,2022-06-04 星期六 ,32,24,多云,北风 3级,,
济南,2022-06-05 星期日 ,34,19,晴,西南风 3级,,
济南,2022-06-06 星期一 ,30,18,晴,东风 2级,,
济南,2022-06-07 星期二 ,27,19,多云,东风 4级,,
济南,2022-06-08 星期三 ,32,20,多云,东北风 2级,,
济南,2022-06-09 星期四 ,31,22,多云,西南风 3级,,
济南,2022-06-10 星期五 ,29,19,多云,南风 2级,,
济南,2022-06-11 星期六 ,30,23,多云,南风 3级,,
济南,2022-06-12 星期日 ,29,21,多云,南风 4级,,
济南,2022-06-13 星期一 ,30,17,小雨,东南风 5级,,
济南,2022-06-14 星期二 ,27,19,晴,东风 2级,,
济南,2022-06-15 星期三 ,30,20,多云,东风 2级,,
济南,2022-06-16 星期四 ,34,22,中雨,东风 3级,,
济南,2022-06-17 星期五 ,37,26,多云,南风 4级,,
济南,2022-06-18 星期六 ,37,25,晴,东南风 2级,,
济南,2022-06-19 星期日 ,37,25,多云,南风 2级,,
济南,2022-06-20 星期一 ,38,26,多云,南风 4级,,
济南,2022-06-21 星期二 ,37,25,多云,南风 3级,,
济南,2022-06-22 星期三 ,38,26,中雨,南风 2级,,
济南,2022-06-23 星期四 ,34,24,晴,东风 2级,,
济南,2022-06-24 星期五 ,35,26,多云,东南风 2级,,
济南,2022-06-25 星期六 ,35,26,多云,南风 4级,,
济南,2022-06-26 星期日 ,32,23,中雨到暴雨,东风 4级,,
济南,2022-06-27 星期一 ,28,22,多云,南风 3级,,
济南,2022-06-28 星期二 ,31,23,多云,东风 1级,,
济南,2022-06-29 星期三 ,31,22,晴,东风 1级,,
济南,2022-06-30 星期四 ,30,22,多云,东风 2级,,
济南,2022-07-01 星期五 ,30,22,晴,东北风 2级,,
济南,2022-07-02 星期六 ,32,24,多云,南风 3级,,
济南,2022-07-03 星期日 ,30,24,多云,东南风 3级,,
济南,2022-07-04 星期一 ,32,25,晴,南风 3级,,
济南,2022-07-05 星期二 ,29,24,中雨,东风 3级,,
济南,2022-07-06 星期三 ,24,20,多云,西北风 3级,,
济南,2022-07-07 星期四 ,31,23,晴,南风 3级,,
济南,2022-07-08 星期五 ,36,26,晴,南风 2级,,
济南,2022-07-09 星期六 ,35,24,多云,东北风 2级,,
济南,2022-07-10 星期日 ,32,23,多云,东北风 1级,,
济南,2022-07-11 星期一 ,32,23,阴,东风 1级,,
济南,2022-07-12 星期二 ,29,20,多云,西风 1级,,
济南,2022-07-13 星期三 ,28,22,晴,南风 1级,,
济南,2022-07-14 星期四 ,32,24,多云,东北风 2级,,
济南,2022-07-15 星期五 ,34,23,多云,东南风 1级,,
济南,2022-07-16 星期六 ,34,27,多云,西北风 2级,,
济南,2022-07-17 星期日 ,31,22,晴,东南风 1级,,
济南,2022-07-18 星期一 ,34,25,多云,西南风 1级,,
济南,2022-07-19 星期二 ,29,21,小雨,西南风 2级,,
济南,2022-07-20 星期三 ,25,19,多云,东风 1级,,
济南,2022-07-21 星期四 ,31,22,晴,东南风 1级,,
济南,2022-07-22 星期五 ,32,21,小雨到中雨,东风 2级,,
济南,2022-07-23 星期六 ,28,19,晴,西南风 1级,,
济南,2022-07-24 星期日 ,32,23,晴,南风 3级,,
济南,2022-07-25 星期一 ,31,24,多云,南风 2级,,
济南,2022-07-26 星期二 ,27,23,多云,南风 3级,,
济南,2022-07-27 星期三 ,32,25,多云,东风 2级,,
济南,2022-07-28 星期四 ,26,22,多云,南风 1级,,
济南,2022-07-29 星期五 ,28,20,多云,南风 2级,,
济南,2022-07-30 星期六 ,31,23,晴,南风 1级,,
济南,2022-07-31 星期日 ,32,23,多云,东北风 2级,,
济南,2022-08-01 星期一 ,34,26,晴,东南风 2级,,
济南,2022-08-02 星期二 ,35,27,小雨,南风 1级,,
济南,2022-08-03 星期三 ,35,27,多云,南风 2级,,
济南,2022-08-04 星期四 ,36,29,雾,南风 3级,,
济南,2022-08-05 星期五 ,36,29,晴,南风 4级,,
济南,2022-08-06 星期六 ,36,30,晴,南风 3级,,
济南,2022-08-07 星期日 ,34,28,多云,南风 2级,,
济南,2022-08-08 星期一 ,31,23,小雨,东北风 3级,,
济南,2022-08-09 星期二 ,22,19,中雨,东北风 2级,,
济南,2022-08-10 星期三 ,22,21,中雨,西风 1级,,
济南,2022-08-11 星期四 ,28,24,雾,东南风 3级,,
济南,2022-08-12 星期五 ,35,26,小雨,东南风 2级,,
济南,2022-08-13 星期六 ,34,26,阴,东风 3级,,
济南,2022-08-14 星期日 ,34,28,多云,南风 4级,,
济南,2022-08-15 星期一 ,34,24,多云,东北风 1级,,
济南,2022-08-16 星期二 ,33,21,晴,东风 1级,,
济南,2022-08-17 星期三 ,34,26,晴,南风 2级,,
济南,2022-08-18 星期四 ,34,28,多云,南风 5级,,
济南,2022-08-19 星期五 ,30,23,中雨,东北风 1级,,
济南,2022-08-20 星期六 ,29,22,多云,东南风 2级,,
济南,2022-08-21 星期日 ,34,27,多云,南风 5级,,
济南,2022-08-22 星期一 ,31,21,小雨,东北风 2级,,
济南,2022-08-23 星期二 ,29,18,多云,东北风 2级,,
济南,2022-08-24 星期三 ,29,19,多云,东风 2级,,
济南,2022-08-25 星期四 ,24,18,小雨,西南风 1级,,
济南,2022-08-26 星期五 ,30,19,多云,东北风 3级,,
济南,2022-08-27 星期六 ,28,19,多云,东风 3级,,
济南,2022-08-28 星期日 ,21,16,中雨,东北风 1级,,
济南,2022-08-29 星期一 ,21,18,雾,东风 2级,,
济南,2022-08-30 星期二 ,25,18,雾,西南风 2级,,
济南,2022-08-31 星期三 ,28,19,晴,东南风 2级,,
济南,2022-09-01 星期四 ,30,18,雾,东风 2级,,
济南,2022-09-02 星期五 ,29,17,多云,东风 2级,,
济南,2022-09-03 星期六 ,27,20,多云,东南风 2级,,
济南,2022-09-04 星期日 ,29,20,雾,东南风 1级,,
济南,2022-09-05 星期一 ,29,17,多云,东风 1级,,
济南,2022-09-06 星期二 ,29,17,多云,南风 1级,,
济南,2022-09-07 星期三 ,31,19,晴,南风 2级,,
济南,2022-09-08 星期四 ,31,20,多云,南风 2级,,
济南,2022-09-09 星期五 ,29,19,多云,东风 1级,,
济南,2022-09-10 星期六 ,30,19,多云,南风 1级,,
济南,2022-09-11 星期日 ,29,18,多云,北风 1级,,
济南,2022-09-12 星期一 ,30,18,多云,东风 1级,,
济南,2022-09-13 星期二 ,29,18,多云,东风 4级,,
济南,2022-09-14 星期三 ,25,20,多云,东北风 1级,,
济南,2022-09-15 星期四 ,23,20,小雨,北风 2级,,
济南,2022-09-16 星期五 ,28,19,雾,南风 2级,,
济南,2022-09-17 星期六 ,30,20,多云,南风 2级,,
济南,2022-09-18 星期日 ,30,18,晴,东风 3级,,
济南,2022-09-19 星期一 ,26,18,多云,东南风 2级,,
济南,2022-09-20 星期二 ,24,15,多云,南风 2级,,
济南,2022-09-21 星期三 ,26,18,晴,南风 4级,,
济南,2022-09-22 星期四 ,27,13,晴,北风 1级,,
济南,2022-09-23 星期五 ,23,13,晴,东北风 1级,,
济南,2022-09-24 星期六 ,23,16,多云,南风 4级,,
济南,2022-09-25 星期日 ,27,18,晴,南风 4级,,
济南,2022-09-26 星期一 ,29,17,晴,南风 3级,,
济南,2022-09-27 星期二 ,29,19,多云,南风 3级,,
济南,2022-09-28 星期三 ,29,21,多云,南风 2级,,
济南,2022-09-29 星期四 ,31,20,晴,南风 2级,,
济南,2022-09-30 星期五 ,30,20,阴,南风 4级,,
济南,2022-10-01 星期六 ,21,20,大雨,东南风 3级,,
济南,2022-10-02 星期日 ,25,19,小雨,北风 2级,,
济南,2022-10-03 星期一 ,20,11,暴雨,东北风 4级,,
济南,2022-10-04 星期二 ,13,6,多云,北风 2级,,
济南,2022-10-05 星期三 ,14,10,多云,东风 1级,,
济南,2022-10-06 星期四 ,13,9,多云,西风 1级,,
济南,2022-10-07 星期五 ,20,11,晴,南风 3级,,
济南,2022-10-08 星期六 ,19,9,晴,南风 5级,,
济南,2022-10-09 星期日 ,15,5,晴,西北风 2级,,
济南,2022-10-10 星期一 ,16,6,晴,东南风 1级,,
济南,2022-10-11 星期二 ,21,10,晴,南风 3级,,
济南,2022-10-12 星期三 ,20,11,多云,南风 3级,,
济南,2022-10-13 星期四 ,20,15,多云,西南风 2级,,
济南,2022-10-14 星期五 ,20,11,多云,西南风 2级,,
济南,2022-10-15 星期六 ,23,13,多云,南风 2级,,
济南,2022-10-16 星期日 ,21,6,多云,东北风 2级,,
济南,2022-10-17 星期一 ,15,4,晴,东北风 2级,,
济南,2022-10-18 星期二 ,18,10,晴,南风 2级,,
济南,2022-10-19 星期三 ,21,12,晴,南风 5级,,
济南,2022-10-20 星期四 ,21,14,多云,东南风 1级,,
济南,2022-10-21 星期五 ,23,13,晴,南风 2级,,
济南,2022-10-22 星期六 ,22,9,晴,东风 2级,,
济南,2022-10-23 星期日 ,22,10,晴,东风 2级,,
济南,2022-10-24 星期一 ,23,15,晴,南风 4级,,
济南,2022-10-25 星期二 ,22,14,多云,南风 3级,,
济南,2022-10-26 星期三 ,19,9,多云,东南风 2级,,
济南,2022-10-27 星期四 ,19,9,多云,东北风 3级,,
济南,2022-10-28 星期五 ,18,10,雾,东风 1级,,
济南,2022-10-29 星期六 ,18,11,多云,东风 1级,,
济南,2022-10-30 星期日 ,18,11,多云,北风 2级,,
济南,2022-10-31 星期一 ,18,8,多云,东北风 2级,,
济南,2022-11-01 星期二 ,20,11,晴,东风 3级,,
济南,2022-11-02 星期三 ,20,10,多云,东风 2级,,
济南,2022-11-03 星期四 ,11,4,雾,东北风 2级,,
济南,2022-11-04 星期五 ,14,6,多云,东北风 1级,,
济南,2022-11-05 星期六 ,17,12,晴,南风 4级,,
济南,2022-11-06 星期日 ,15,8,多云,南风 5级,,
济南,2022-11-07 星期一 ,17,5,多云,东风 1级,,
济南,2022-11-08 星期二 ,19,11,多云,东北风 2级,,
济南,2022-11-09 星期三 ,19,13,多云,南风 4级,,
济南,2022-11-10 星期四 ,19,15,多云,东北风 2级,,
